Año,Trimestre,Provincia,Accesos,Velocidad
2023,3,RIO NEGRO,163485,67.15222466281311
2023,3,SALTA,206233,81.32618172649383
2023,3,SAN JUAN,103730,19.71054825026511
2023,3,SAN LUIS,148916,101.18804333986947
2023,3,SANTA CRUZ,47987,16.13719157271761
2023,3,SANTA FE,900352,99.29260689819093
2023,3,SANTIAGO DEL ESTERO,121928,42.82862892854799
2023,3,TIERRA DEL FUEGO,58731,16.4159081575318
2023,3,TUCUMAN,266557,102.13082831814583
2023,4,BUENOS AIRES,5011620,161.76569291307004
2023,4,CABA,1474367,243.466719437562
2023,4,CATAMARCA,74587,92.0458708622146
2023,4,CHACO,147386,107.94930419442824
2023,4,CHUBUT,170170,18.783428406887232
2023,4,CORDOBA,1079302,116.55908760476679
2023,4,CORRIENTES,159472,100.54340996538578
2023,4,ENTRE RIOS,298637,100.27795720891919
2023,4,FORMOSA,62002,86.85018568755847
2023,4,JUJUY,118020,46.489142450432134
2023,4,LA PAMPA,121326,25.736708182912153
2023,4,LA RIOJA,87721,65.9731006030483
2023,4,MENDOZA,299351,49.74048032577142
2023,4,MISIONES,200333,92.71867472658023
2023,4,NEUQUEN,164627,91.3176394212371
2023,4,RIO NEGRO,168417,70.27543165476169
2023,4,SALTA,204732,83.62734209600845
2023,4,SAN JUAN,103210,19.958241895165198
2023,4,SAN LUIS,154685,177.5304949413324
2023,4,SANTA CRUZ,87031,23.155726304420266
2023,4,SANTA FE,909501,101.95173048297913
2023,4,SANTIAGO DEL ESTERO,123230,45.64991193702832
2023,4,TIERRA DEL FUEGO,61599,16.330393447945582
2023,4,TUCUMAN,266335,104.98903110743989
2024,1,BUENOS AIRES,5044557,161.37241429961043
2024,1,CABA,1504711,239.71889335360743
2024,1,CATAMARCA,74933,94.18821718068142
2024,1,CHACO,155543,108.38078283175713
2024,1,CHUBUT,170676,18.983316740490753
2024,1,CORDOBA,1082198,117.64713011297378
2024,1,CORRIENTES,157894,102.18089871686068
2024,1,ENTRE RIOS,296552,100.47697204874693
2024,1,FORMOSA,62718,87.30914928728595
2024,1,JUJUY,118053,47.841494345759955
2024,1,LA PAMPA,122195,26.67399845329187
2024,1,LA RIOJA,87782,65.36445920575973
2024,1,MENDOZA,302597,52.242295125199526
2024,1,MISIONES,202556,94.21281433282648
2024,1,NEUQUEN,164246,89.9424958720456
2024,1,RIO NEGRO,171019,70.89175771697882
2024,1,SALTA,202861,84.89831568413841
2024,1,SAN JUAN,106666,24.884354733467084
2024,1,SAN LUIS,156090,176.63164754949068
2024,1,SANTA CRUZ,80208,18.849969828446042
2024,1,SANTA FE,918579,102.2357577061962
2024,1,SANTIAGO DEL ESTERO,124362,46.29630771457519
2024,1,TIERRA DEL FUEGO,61555,19.731671805702216
2024,1,TUCUMAN,264595,106.8468094861959
2024,2,BUENOS AIRES,4989380,153.449606908674
2024,2,CABA,1463599,232.7582092922993
2024,2,CATAMARCA,75074,97.31429256466953
2024,2,CHACO,147092,105.41002586136568
2024,2,CHUBUT,174223,19.612709366731146
2024,2,CORDOBA,1085774,115.56592298949873
2024,2,CORRIENTES,156475,100.8076158108324
2024,2,ENTRE RIOS,294311,96.18390423055884
2024,2,FORMOSA,62950,82.27465728355838
2024,2,JUJUY,119684,49.06471956151198
2024,2,LA PAMPA,123263,28.35401346713937
2024,2,LA RIOJA,87481,64.31829041734777
2024,2,MENDOZA,301653,54.3016877073989
2024,2,MISIONES,206554,91.95028684024517
2024,2,NEUQUEN,163542,85.23929936040895
2024,2,RIO NEGRO,172041,68.25686731651177
2024,2,SALTA,201341,84.20174924133684
2024,2,SAN JUAN,105990,25.26581573733371
2024,2,SAN LUIS,157609,174.7274601196632
2024,2,SANTA CRUZ,83461,17.791244485448292
2024,2,SANTA FE,930973,99.34927862569592
2024,2,SANTIAGO DEL ESTERO,125314,48.602326443972736
2024,2,TIERRA DEL FUEGO,61409,19.525145043886074
2024,2,TUCUMAN,266914,108.7854758311666
